symbol,date,open,high,low,close,day_change,day_change_pct,volume
BERGEPAINT.NS,2025-02-17,473.10,484.60,473.10,483.70,10.60,2.24,395337
BERGEPAINT.NS,2025-02-18,484.00,493.40,478.05,491.95,7.95,1.64,784798
BERGEPAINT.NS,2025-02-19,492.55,493.80,485.45,489.00,-3.55,-0.72,436944
BERGEPAINT.NS,2025-02-20,484.00,492.75,484.00,492.05,8.05,1.66,306930
BERGEPAINT.NS,2025-02-21,491.55,492.00,483.70,491.25,-0.30,-0.06,602309
BERGEPAINT.NS,2025-02-24,484.10,505.00,484.10,502.85,18.75,3.87,1194522
BERGEPAINT.NS,2025-02-25,503.00,507.00,497.50,500.95,-2.05,-0.41,1346011
BERGEPAINT.NS,2025-02-27,501.70,511.75,498.00,505.25,3.55,0.71,1774264
BERGEPAINT.NS,2025-02-28,495.50,501.15,486.00,488.55,-6.95,-1.40,700093
BHARTIARTL.NS,2025-02-01,1613.51,1630.37,1595.86,1609.79,-3.72,-0.23,2741589
BHARTIARTL.NS,2025-02-03,1606.47,1647.23,1594.77,1638.65,32.18,2.00,4146970
BHARTIARTL.NS,2025-02-04,1648.37,1654.47,1615.54,1647.68,-0.69,-0.04,6385876
BHARTIARTL.NS,2025-02-05,1656.15,1661.31,1635.43,1646.68,-9.47,-0.57,3920893
BHARTIARTL.NS,2025-02-06,1652.09,1653.48,1599.88,1606.32,-45.77,-2.77,5229162
BHARTIARTL.NS,2025-02-07,1621.49,1693.39,1621.44,1662.85,41.35,2.55,14873255
BHARTIARTL.NS,2025-02-10,1684.77,1685.91,1664.14,1679.01,-5.75,-0.34,6782878
BHARTIARTL.NS,2025-02-11,1691.86,1692.50,1672.22,1682.68,-9.17,-0.54,8965266
BHARTIARTL.NS,2025-02-12,1689.87,1699.49,1670.53,1697.36,7.49,0.44,7148192
BHARTIARTL.NS,2025-02-13,1695.82,1714.07,1689.77,1700.38,4.56,0.27,5356002
BHARTIARTL.NS,2025-02-14,1699.79,1709.81,1691.11,1702.81,3.02,0.18,5125863
BHARTIARTL.NS,2025-02-17,1697.56,1702.67,1652.44,1661.66,-35.90,-2.11,4906462
BHARTIARTL.NS,2025-02-18,1677.97,1681.89,1642.07,1655.06,-22.91,-1.37,7529598
BHARTIARTL.NS,2025-02-19,1656.15,1659.58,1624.87,1631.56,-24.59,-1.49,7776555
BHARTIARTL.NS,2025-02-20,1626.25,1636.12,1613.76,1629.87,3.62,0.22,5524503
BHARTIARTL.NS,2025-02-21,1629.87,1644.95,1615.69,1625.66,-4.21,-0.26,5447583
BHARTIARTL.NS,2025-02-24,1613.51,1623.97,1584.75,1588.02,-25.49,-1.58,4673190
BHARTIARTL.NS,2025-02-25,1583.76,1635.48,1583.76,1627.79,44.03,2.78,6286808
BHARTIARTL.NS,2025-02-27,1629.78,1642.27,1625.06,1636.72,6.94,0.43,7568745
BHARTIARTL.NS,2025-02-28,1628.34,1634.78,1546.57,1557.18,-71.16,-4.37,13640211
CANBK.NS,2025-02-01,90.27,91.03,87.91,89.42,-0.85,-0.94,16282476
CANBK.NS,2025-02-03,88.73,88.84,86.38,87.48,-1.26,-1.41,18359971
CANBK.NS,2025-02-04,88.34,89.93,88.19,89.63,1.29,1.46,18833599
CANBK.NS,2025-02-05,90.46,93.55,90.31,92.52,2.06,2.27,28988222
CANBK.NS,2025-02-06,92.85,93.11,91.00,91.58,-1.27,-1.37,17662066
CANBK.NS,2025-02-07,91.70,92.73,89.85,90.81,-0.90,-0.98,18697525
CANBK.NS,2025-02-10,90.81,91.18,88.68,89.95,-0.86,-0.95,11919454
CANBK.NS,2025-02-11,90.17,90.26,86.89,86.97,-3.20,-3.54,23695177
CANBK.NS,2025-02-12,86.89,88.27,84.39,87.41,0.52,0.60,21437438
CANBK.NS,2025-02-13,87.85,88.30,85.15,85.65,-2.20,-2.51,27030641
CANBK.NS,2025-02-14,86.07,86.16,81.79,82.66,-3.41,-3.96,29190700
CANBK.NS,2025-02-17,82.65,82.65,80.63,82.15,-0.50,-0.61,23885790
CANBK.NS,2025-02-18,82.53,82.92,80.63,81.72,-0.81,-0.98,21927534
CANBK.NS,2025-02-19,81.09,82.98,80.85,82.60,1.51,1.86,27545822
CANBK.NS,2025-02-20,82.45,85.34,82.06,85.01,2.57,3.11,26398555
CANBK.NS,2025-02-21,84.57,86.16,83.74,84.31,-0.26,-0.31,18438389
CANBK.NS,2025-02-24,83.99,84.27,82.59,83.94,-0.05,-0.06,11551998
CANBK.NS,2025-02-25,83.89,84.71,81.96,82.08,-1.81,-2.16,13249250
CANBK.NS,2025-02-27,82.09,82.62,80.14,80.57,-1.52,-1.85,25101806
CANBK.NS,2025-02-28,79.94,79.94,77.47,78.10,-1.83,-2.29,36424489
COALINDIA.NS,2025-02-01,395.90,399.45,379.05,385.30,-10.60,-2.68,7015540
COALINDIA.NS,2025-02-03,384.00,384.15,366.50,374.00,-10.00,-2.60,7689700
COALINDIA.NS,2025-02-04,377.50,380.70,374.90,376.55,-0.95,-0.25,4649921
COALINDIA.NS,2025-02-05,378.00,385.10,377.90,382.85,4.85,1.28,5914200
COALINDIA.NS,2025-02-06,382.80,384.65,377.20,379.60,-3.20,-0.84,4652107
COALINDIA.NS,2025-02-07,379.50,383.00,376.00,378.25,-1.25,-0.33,3006598
COALINDIA.NS,2025-02-10,377.00,379.85,369.00,370.50,-6.50,-1.72,3380494
COALINDIA.NS,2025-02-11,370.00,370.50,357.50,359.00,-11.00,-2.97,6803431
COALINDIA.NS,2025-02-12,359.90,361.80,351.55,360.35,0.45,0.13,4565992
COALINDIA.NS,2025-02-13,362.00,367.55,358.60,361.65,-0.35,-0.10,3712240
COALINDIA.NS,2025-02-14,363.90,365.00,350.50,354.20,-9.70,-2.67,4464446
COALINDIA.NS,2025-02-17,354.20,362.00,349.25,360.10,5.90,1.67,6017586
COALINDIA.NS,2025-02-18,360.25,362.35,353.80,361.10,0.85,0.24,3843725
COALINDIA.NS,2025-02-19,360.00,365.30,358.00,362.30,2.30,0.64,3097726
COALINDIA.NS,2025-02-20,360.00,369.45,360.00,367.95,7.95,2.21,4624287
COALINDIA.NS,2025-02-21,367.55,371.20,365.30,369.95,2.40,0.65,5235241
COALINDIA.NS,2025-02-24,368.05,368.50,361.15,364.80,-3.25,-0.88,4533486
COALINDIA.NS,2025-02-25,364.00,365.40,358.70,361.15,-2.85,-0.78,4525493
COALINDIA.NS,2025-02-27,359.00,367.80,356.15,363.85,4.85,1.35,6196610
COALINDIA.NS,2025-02-28,366.80,375.75,365.30,369.35,2.55,0.70,21899478
DWARKESH.NS,2025-02-01,51.48,52.75,50.60,51.07,-0.41,-0.80,457154
DWARKESH.NS,2025-02-03,50.47,50.47,49.00,49.49,-0.98,-1.94,396986
DWARKESH.NS,2025-02-04,49.73,50.61,48.60,48.99,-0.74,-1.49,877990
DWARKESH.NS,2025-02-05,49.49,49.75,48.67,48.88,-0.61,-1.23,707782
DWARKESH.NS,2025-02-06,49.49,49.98,48.01,48.44,-1.05,-2.12,697525
DWARKESH.NS,2025-02-07,48.68,48.68,47.10,47.34,-1.34,-2.75,520316
DWARKESH.NS,2025-02-10,47.39,47.76,46.05,46.13,-1.26,-2.66,495548
DWARKESH.NS,2025-02-11,46.13,46.42,43.51,43.72,-2.41,-5.22,888004
DWARKESH.NS,2025-02-12,43.71,44.64,40.67,42.96,-0.75,-1.72,1488133
DWARKESH.NS,2025-02-13,43.00,43.73,42.45,42.63,-0.37,-0.86,789668
DWARKESH.NS,2025-02-14,42.88,43.06,40.03,40.55,-2.33,-5.43,721276
DWARKESH.NS,2025-02-17,40.49,41.34,39.00,40.22,-0.27,-0.67,1004615
DWARKESH.NS,2025-02-18,40.22,40.90,39.19,40.52,0.30,0.75,780767
DWARKESH.NS,2025-02-19,40.95,42.75,40.26,42.39,1.44,3.52,717887
DWARKESH.NS,2025-02-20,42.50,44.50,41.96,44.19,1.69,3.98,528742
DWARKESH.NS,2025-02-21,44.10,45.37,43.25,43.41,-0.69,-1.56,487777
DWARKESH.NS,2025-02-24,43.45,43.50,42.10,42.45,-1.00,-2.30,408182
DWARKESH.NS,2025-02-25,42.40,42.85,41.00,41.16,-1.24,-2.92,328201
DWARKESH.NS,2025-02-27,41.75,41.77,39.67,39.82,-1.93,-4.62,510357
DWARKESH.NS,2025-02-28,39.83,40.19,37.36,38.27,-1.56,-3.92,1508974
FEDERALBNK.NS,2025-02-01,188.24,188.94,182.50,184.09,-4.15,-2.20,4749102
FEDERALBNK.NS,2025-02-03,183.00,183.30,180.00,180.56,-2.44,-1.33,3886494
FEDERALBNK.NS,2025-02-04,181.90,183.89,180.50,181.23,-0.67,-0.37,5216085
FEDERALBNK.NS,2025-02-05,181.99,185.09,181.99,183.87,1.88,1.03,4286422
FEDERALBNK.NS,2025-02-06,185.35,186.00,182.81,183.62,-1.73,-0.93,3983013
FEDERALBNK.NS,2025-02-07,184.20,189.52,182.35,188.14,3.94,2.14,7298157
FEDERALBNK.NS,2025-02-10,188.85,189.42,185.97,186.56,-2.29,-1.21,9502645
FEDERALBNK.NS,2025-02-11,186.90,187.99,181.28,183.67,-3.23,-1.73,2332865
FEDERALBNK.NS,2025-02-12,183.49,185.17,177.11,183.95,0.46,0.25,4770520
FEDERALBNK.NS,2025-02-13,184.15,185.05,181.44,181.80,-2.35,-1.28,4044621
FEDERALBNK.NS,2025-02-14,182.02,183.25,178.49,181.01,-1.01,-0.55,3674337
FEDERALBNK.NS,2025-02-17,180.25,182.46,176.96,181.54,1.29,0.72,4678837
FEDERALBNK.NS,2025-02-18,181.82,182.44,178.71,180.69,-1.13,-0.62,4152347
FEDERALBNK.NS,2025-02-19,180.69,182.95,179.01,181.18,0.49,0.27,3020603
FEDERALBNK.NS,2025-02-20,180.55,184.90,179.20,184.38,3.83,2.12,3532472
FEDERALBNK.NS,2025-02-21,184.22,185.83,179.00,179.85,-4.37,-2.37,5491982
FEDERALBNK.NS,2025-02-24,180.00,183.40,179.05,181.24,1.24,0.69,13756156
FEDERALBNK.NS,2025-02-25,182.00,182.62,177.90,178.71,-3.29,-1.81,8344437
FEDERALBNK.NS,2025-02-27,179.00,180.84,177.55,178.71,-0.29,-0.16,12518738
FEDERALBNK.NS,2025-02-28,178.20,179.05,175.01,177.62,-0.58,-0.33,5614981
GAIL.NS,2025-02-01,172.42,173.92,168.14,169.20,-3.22,-1.87,14451252
GAIL.NS,2025-02-03,169.59,170.72,166.76,167.99,-1.60,-0.94,17456702
GAIL.NS,2025-02-04,169.59,171.95,168.62,171.51,1.93,1.14,12517209
GAIL.NS,2025-02-05,173.55,174.35,171.85,172.96,-0.59,-0.34,12940845
GAIL.NS,2025-02-06,173.44,174.28,170.07,171.91,-1.53,-0.88,14963364
GAIL.NS,2025-02-07,171.00,173.40,170.10,171.05,0.05,0.03,12418542
GAIL.NS,2025-02-10,171.05,171.64,167.50,168.10,-2.95,-1.72,11546697
GAIL.NS,2025-02-11,167.10,167.73,160.73,161.69,-5.41,-3.24,19520499
GAIL.NS,2025-02-12,160.10,161.15,155.51,159.76,-0.34,-0.21,20114096
GAIL.NS,2025-02-13,159.35,164.79,159.35,162.33,2.98,1.87,12193757
GAIL.NS,2025-02-14,162.51,165.30,160.75,162.29,-0.22,-0.14,18449659
GAIL.NS,2025-02-17,160.31,161.42,157.76,160.17,-0.14,-0.09,14124277
GAIL.NS,2025-02-18,160.17,164.75,157.60,164.07,3.90,2.43,13591407
GAIL.NS,2025-02-19,162.21,164.76,161.65,163.53,1.32,0.81,9842304
GAIL.NS,2025-02-20,162.10,167.43,161.61,167.14,5.04,3.11,10110659
GAIL.NS,2025-02-21,166.90,168.49,163.09,164.21,-2.69,-1.61,10215346
GAIL.NS,2025-02-24,161.50,165.69,160.70,164.58,3.08,1.91,7411226
GAIL.NS,2025-02-25,164.00,165.56,160.50,160.74,-3.26,-1.99,6520927
GAIL.NS,2025-02-27,160.00,161.94,157.47,159.37,-0.63,-0.39,8836252
GAIL.NS,2025-02-28,158.99,158.99,153.65,156.04,-2.95,-1.86,24910367
GOLDBEES.NS,2025-02-01,70.00,70.00,68.40,68.95,-1.05,-1.50,15755452
GOLDBEES.NS,2025-02-03,70.00,70.00,68.47,69.64,-0.36,-0.51,13682573
GOLDBEES.NS,2025-02-04,71.75,71.75,69.70,70.08,-1.67,-2.33,15163139
GOLDBEES.NS,2025-02-05,72.20,72.20,70.28,71.57,-0.63,-0.87,25721670
GOLDBEES.NS,2025-02-06,71.72,71.93,70.91,71.43,-0.29,-0.40,30059729
GOLDBEES.NS,2025-02-07,73.55,73.55,71.20,71.54,-2.01,-2.73,22367847
GOLDBEES.NS,2025-02-10,73.70,73.70,71.00,72.52,-1.18,-1.60,31547440
GOLDBEES.NS,2025-02-11,73.45,73.45,71.80,71.98,-1.47,-2.00,26890736
GOLDBEES.NS,2025-02-12,71.97,71.97,71.01,71.47,-0.50,-0.69,17813697
GOLDBEES.NS,2025-02-13,72.58,72.58,71.68,71.87,-0.71,-0.98,13212378
GOLDBEES.NS,2025-02-14,71.86,72.35,71.62,72.22,0.36,0.50,10506019
GOLDBEES.NS,2025-02-17,71.68,71.70,70.93,71.65,-0.03,-0.04,14979900
GOLDBEES.NS,2025-02-18,72.00,72.14,71.64,71.98,-0.02,-0.03,20255513
GOLDBEES.NS,2025-02-19,72.88,72.88,72.03,72.73,-0.15,-0.21,11833543
GOLDBEES.NS,2025-02-20,73.18,73.18,72.35,72.49,-0.69,-0.94,12547634
GOLDBEES.NS,2025-02-21,72.68,72.68,71.75,72.08,-0.60,-0.83,11836188
GOLDBEES.NS,2025-02-24,72.88,72.88,72.12,72.60,-0.28,-0.38,14405974
GOLDBEES.NS,2025-02-25,73.18,73.18,72.37,72.75,-0.43,-0.59,13144809
GOLDBEES.NS,2025-02-27,72.68,72.68,71.51,71.88,-0.80,-1.10,27165044
GOLDBEES.NS,2025-02-28,71.64,71.64,70.53,71.10,-0.54,-0.75,31520842
GOLDCASE.NS,2025-02-01,13.25,13.48,13.11,13.17,-0.08,-0.60,0
GOLDCASE.NS,2025-02-03,13.29,13.55,13.04,13.22,-0.07,-0.53,1795498
GOLDCASE.NS,2025-02-04,13.35,13.35,13.18,13.30,-0.05,-0.37,1442909
GOLDCASE.NS,2025-02-05,13.36,13.65,13.36,13.54,0.18,1.35,1169539
GOLDCASE.NS,2025-02-06,13.73,13.73,13.50,13.54,-0.19,-1.38,1331570
GOLDCASE.NS,2025-02-07,13.74,13.74,13.49,13.57,-0.17,-1.24,1370693
GOLDCASE.NS,2025-02-10,13.81,13.85,13.58,13.73,-0.08,-0.58,3872363
GOLDCASE.NS,2025-02-11,13.95,13.95,13.60,13.64,-0.31,-2.22,3175844
GOLDCASE.NS,2025-02-12,13.97,13.97,13.45,13.55,-0.42,-3.01,1092061
GOLDCASE.NS,2025-02-13,13.71,13.72,13.61,13.64,-0.07,-0.51,1351421
GOLDCASE.NS,2025-02-14,13.88,13.88,13.65,13.73,-0.15,-1.08,2731560
GOLDCASE.NS,2025-02-17,13.68,13.70,13.52,13.59,-0.09,-0.66,1562783
GOLDCASE.NS,2025-02-18,13.76,13.76,13.60,13.67,-0.09,-0.65,2440208
GOLDCASE.NS,2025-02-19,13.67,13.82,13.67,13.80,0.13,0.95,1710636
GOLDCASE.NS,2025-02-20,13.81,13.92,13.70,13.76,-0.05,-0.36,2530790
GOLDCASE.NS,2025-02-21,13.75,13.75,13.58,13.66,-0.09,-0.65,831163
GOLDCASE.NS,2025-02-24,13.77,13.80,13.67,13.78,0.01,0.07,1419079
GOLDCASE.NS,2025-02-25,13.87,13.93,13.72,13.81,-0.06,-0.43,1042665
GOLDCASE.NS,2025-02-27,14.20,14.20,13.55,13.63,-0.57,-4.01,3964532
GOLDCASE.NS,2025-02-28,13.73,13.93,13.23,13.53,-0.20,-1.46,2408937
HDFCBANK.NS,2025-02-01,1679.03,1694.36,1657.81,1672.55,-6.48,-0.39,2793764
HDFCBANK.NS,2025-02-03,1651.83,1668.45,1645.35,1659.74,7.91,0.48,10138270
HDFCBANK.NS,2025-02-04,1670.32,1707.02,1661.77,1702.17,31.85,1.91,14308251
HDFCBANK.NS,2025-02-05,1714.14,1725.22,1700.20,1718.89,4.75,0.28,11837753
HDFCBANK.NS,2025-02-06,1716.62,1729.97,1705.24,1724.87,8.26,0.48,13380358
HDFCBANK.NS,2025-02-07,1730.96,1747.77,1706.23,1713.90,-17.06,-0.99,11754800
HDFCBANK.NS,2025-02-10,1698.61,1704.70,1689.91,1697.08,-1.53,-0.09,8597975
HDFCBANK.NS,2025-02-11,1684.47,1692.38,1670.32,1682.89,-1.58,-0.09,11362352
HDFCBANK.NS,2025-02-12,1674.58,1693.37,1662.91,1688.23,13.65,0.82,11404785
HDFCBANK.NS,2025-02-13,1680.51,1695.60,1675.12,1679.23,-1.29,-0.08,6301217
HDFCBANK.NS,2025-02-14,1683.38,1683.38,1661.72,1676.41,-6.97,-0.41,9979946
HDFCBANK.NS,2025-02-17,1666.86,1701.28,1662.96,1698.66,31.80,1.91,6469473
HDFCBANK.NS,2025-02-18,1694.41,1712.71,1687.58,1704.30,9.89,0.58,8175455
HDFCBANK.NS,2025-02-19,1698.32,1718.99,1693.82,1708.41,10.09,0.59,5942056
HDFCBANK.NS,2025-02-20,1692.38,1696.04,1666.96,1668.74,-23.64,-1.40,13195255
HDFCBANK.NS,2025-02-21,1662.61,1676.51,1659.00,1674.08,11.47,0.69,7840470
HDFCBANK.NS,2025-02-24,1662.81,1665.87,1643.02,1658.85,-3.96,-0.24,10346823
HDFCBANK.NS,2025-02-25,1652.92,1669.63,1652.92,1664.04,11.13,0.67,12069354
HDFCBANK.NS,2025-02-27,1664.24,1692.13,1664.24,1682.19,17.95,1.08,17893400
HDFCBANK.NS,2025-02-28,1666.66,1718.35,1666.66,1713.55,46.88,2.81,27258364
HINDZINC.NS,2025-02-01,441.37,448.83,434.02,437.31,-4.07,-0.92,831920
HINDZINC.NS,2025-02-03,436.32,436.32,418.23,424.12,-12.21,-2.80,1149990
HINDZINC.NS,2025-02-04,429.95,435.25,423.58,428.38,-1.57,-0.36,1049689
HINDZINC.NS,2025-02-05,433.58,460.05,430.10,458.34,24.76,5.71,3709519
HINDZINC.NS,2025-02-06,455.93,458.34,432.99,434.27,-21.67,-4.75,2683938
HINDZINC.NS,2025-02-07,435.34,437.89,427.99,431.77,-3.58,-0.82,1289638
HINDZINC.NS,2025-02-10,432.99,435.25,424.56,427.16,-5.83,-1.35,1061336
HINDZINC.NS,2025-02-11,426.52,429.90,405.88,408.72,-17.80,-4.17,1597914
HINDZINC.NS,2025-02-12,412.06,416.03,400.34,412.16,0.10,0.02,1334554
HINDZINC.NS,2025-02-13,413.77,418.63,402.99,403.77,-10.00,-2.42,1237837
HINDZINC.NS,2025-02-14,405.93,414.26,402.15,408.43,2.50,0.62,2778054
HINDZINC.NS,2025-02-17,403.53,408.53,394.70,407.45,3.92,0.97,1569698
HINDZINC.NS,2025-02-18,408.87,410.83,396.81,401.08,-7.80,-1.91,763874
HINDZINC.NS,2025-02-19,401.08,406.47,398.67,405.39,4.31,1.08,984098
HINDZINC.NS,2025-02-20,403.97,415.98,403.77,414.61,10.64,2.63,971143
HINDZINC.NS,2025-02-21,414.51,421.81,411.86,418.33,3.82,0.92,1071716
HINDZINC.NS,2025-02-24,412.79,417.65,406.96,407.55,-5.25,-1.27,1024804
HINDZINC.NS,2025-02-25,406.66,408.72,397.20,399.31,-7.35,-1.81,732520
HINDZINC.NS,2025-02-27,399.07,406.91,395.19,403.72,4.66,1.17,1034655
HINDZINC.NS,2025-02-28,398.08,399.07,382.40,383.18,-14.90,-3.74,1613553
IDFCFIRSTB.NS,2025-02-01,63.02,63.29,61.43,61.75,-1.28,-2.02,22662533
IDFCFIRSTB.NS,2025-02-03,61.30,62.57,60.67,62.06,0.76,1.24,20092486
IDFCFIRSTB.NS,2025-02-04,62.11,63.16,61.57,61.92,-0.19,-0.30,22510221
IDFCFIRSTB.NS,2025-02-05,62.41,63.53,61.92,63.12,0.72,1.15,22284144
IDFCFIRSTB.NS,2025-02-06,63.47,63.84,63.09,63.52,0.05,0.08,35143795
IDFCFIRSTB.NS,2025-02-07,63.72,64.29,62.96,63.88,0.16,0.25,36878678
IDFCFIRSTB.NS,2025-02-10,63.88,64.08,61.95,62.70,-1.18,-1.84,15424981
IDFCFIRSTB.NS,2025-02-11,62.59,62.79,61.08,61.44,-1.15,-1.83,25104579
IDFCFIRSTB.NS,2025-02-12,61.39,62.40,60.01,61.96,0.57,0.93,20312492
IDFCFIRSTB.NS,2025-02-13,61.73,62.76,60.95,61.29,-0.44,-0.71,16583559
IDFCFIRSTB.NS,2025-02-14,61.29,61.60,59.68,60.40,-0.89,-1.45,19990418
IDFCFIRSTB.NS,2025-02-17,59.80,61.59,58.92,61.30,1.50,2.50,20136047
IDFCFIRSTB.NS,2025-02-18,60.80,61.30,58.85,59.33,-1.48,-2.43,18797952
